Username,Comment,Rating,Time,IdProduct
vmkad,"Chờ gần 1 tuần mới có hàng, canh sale nhanh lắm mới được nha mn, chất lượng sản phẩm khỏi bàn luôn quá tuyệt",5,2021-11-19 20:56:05,13017662822
chanbaek_614999999,"Quá oke luôn nha mọi người. Giao hàng nhanh, test máy ngon, mượt",5,2021-11-17 11:02:42,13017662822
a*****8,"Hàng xịn giá tốt

Chất lượng sản phẩm tuyệt vời
Đóng gói sản phẩm rất đẹp và chắc chắn",5,2021-11-17 15:12:39,13017662822
k*****r,"Mua được giá tốt mà lại được giao nhanh nữa ! Không mắc hơn bao nhiêu so với bản 128GB.

Đóng gói rất cẩn thận !

Hài lòng tất cả !",5,2021-10-25 08:58:53,13017662822
kimlinhh305,"Apple thì mãi đỉnh rồi, hàng chính hãng nha. Máy siêu xinh luôn.",5,2021-11-16 10:15:42,13017662822
q*****g,"Săn sale 11/11 giá tốt, hàng chính hãng VN/A, đóng gói cẩn thận. Shop nhanh gửi hoá đơn điện tử cho mình nhé! Thanks",5,2021-11-17 15:18:40,13017662822
whitecat1996,"Máy siêu ngon mà giao thì siêu chậm , trễ dự kiến 1 ngày dài luôn.",5,2021-11-16 08:55:32,13017662822
vn3216_08234,"Hàng chính hãng, shop giao nhanh, săn sale giá tốt, mà đc giao tận nhà nữa. Cám ơn shop.",5,2021-11-16 17:46:12,13017662822
luccifer31,Chất lượng sản phẩm tuyệt vời! Đóng gói cẩn thận! Vận chuyển hàng nhanh! Sẽ ủng hộ shop lâu dài.😎,5,2021-11-20 20:25:30,13017662822
whitecat1996,"Mạnh mẽ , nam tính , sự lựa chọn hoàn hảo cho sử dụng lẫn nhu cầu công việc.",5,2021-11-18 09:26:46,13017662822
leesangra,phê chữ ê kéo dàiii 😍😍😍😍ship tầm 4 5 ngày là tới 🥰🥰🥰 đợi sale đợt tiếp theo quất thêm mấy cái nữa 😝😝,5,2021-11-18 17:33:29,13017662822
meobeo.beauty,"Ship nhanh, máy đẹp, màu đẹp, chụp hình đẹp, nói chung rất ưng",5,2021-11-16 13:21:19,13017662822
n*****1,Hàng chính hãng ok nhưng shop giao quá lâu. Mình ở Miền Nam mà shop ship tận Hà Nội. Đặt hàng 10 ngày mới có 😢,3,2021-11-02 11:12:57,13017662822
rmej889niy,"Hàng chính hãng, nguyên seal giao nhanh và mới 100% cảm ơn shopee đã mang đến trải nghiệm tuyệt vời cho mình. Cảm ơn J&T Express giao nhanh, an toàn và cẩn thận.",5,2021-10-27 17:56:40,13017662822
cuongharleyphan,"Shop giao hàng nhanh, đóng gói chắc chắn. Giá tốt ko phải cọc.",5,2021-10-23 23:32:22,13017662822
vynguyen681,"Đặt hàng sáng 22/10 lúc 10h sáng và chiều nay 23/10 đã nhận được Bé Yêu 
Cưng hết sức",5,2021-10-23 17:52:32,13017662822
whitecat1996,"Máy ngon hàng ngon , sang xịn mịn mượt , thơm mùi máy mới.",5,2021-10-30 10:50:44,13017662822
m*****e,Đặt hàng tối khuya 22/10 mà sáng 23 đã giao rồi. Đóng gói cẩn thận lắm. Mình canh mua sớm nên giá tốt hơn mấy cửa hàng ở ngoài ♥️,5,2021-10-23 17:14:18,13017662822
q*****_,mình mua hộ nên không có hình ảnh hay video nhưng chắc chất lượng tốt đóng gói cẩn thận giao nhanh,5,2021-10-30 18:15:31,13017662822
lucyngo88,Rất hài lòng và sẽ tiếp tục ủng hộ Shopee. J&T giao hàng cũng rất nhanh và nhiệt tình.,5,2021-10-23 10:56:48,13017662822
doanh_minh,Mình chỉ đánh giá để lan toả niềm vui đến các bạn thôi chứ iphone 13 ở thời điểm này mà nhận đc hàng ngay như vậy thì còn gì tuyệt vời bằng.,5,2021-10-24 01:40:15,13017662822
loannguyen3890,Đã nhận đc hàng. Ship nhanh. Hàng chất lượng,5,2021-12-22 09:12:44,13017662822
utnx.hvtc,,5,2021-10-25 16:35:10,13017662822
nghi1198,Giao chậm so với ngày,5,2021-11-30 00:09:46,13017662822
k*****l,"Sản phẩm chính hãng, chuẩn. Tuy nhiên chờ mãi chưa thấy hóa đơn",5,2021-12-23 15:32:00,13017662822
toanly92,Lần đầu mua hàng giá trị cao trên mạng mà hài lòng. Sau này có cơ hội sẽ mua hộ tiếp,5,2021-11-21 14:47:15,13017662822
ng.khanh94,"Rất ưng ý từ cách tư vấn bán hàng đến cách đóng gói sản phẩm, ship thì siêu nhanh luôn, còn ủng hộ rất nhiều lần nữa !",5,2021-10-25 11:31:57,13017662822
quangtam90,"Hàng chính hãng, mua 0h 22/10 sáng 23/10 giao. Đáng ra giao trong ngày được sẽ tốt hơn.
Máy đẹp, đóng gói cẩn thận, mua giá thấp hơn thị trường mà lại ko cần cọc trước, thật là tuyệt!",5,2021-10-23 21:17:32,13017662822
partykool,"Cảm ơn nữ hoàng bán táo nhé, nhà a 3 đời dùng iphone giá rẻ là nhờ có em My 🤣😍",5,2021-12-12 13:55:54,13017662822
namu.193,Mời các bạn qua fb mình mua đồng hồ chính hãng các thương hiệu nổi tiếng authentic nhé. Xin cảm ơn mọi người ✈️✈️✈️,5,2021-12-04 15:51:47,13017662822
h*****0,"Chính sánh bảo hành rất kém, coi thường người dùng Việt Nam, năm 2021 rồi mà mua hàng chính hãng vẫn yêu cầu hóa đơn mới được bảo hành, trong khi bán hàng thì không chịu xuất hóa đơn.",1,2021-11-23 09:40:49,13017662822
rafaelnguyen,Trầy trật vụ ship hàng tỉnh 1 lần với J&T express. Cuối cùng cũng nhận đc hàng. Ai bị hủy đơn do Shopee hay đối tác vận chuyển hãy cứ mạnh dạn gửi mail yêu cầu đòi quyền lợi để đc mua lại như giá mà mình đã săn sale nhé!,5,2021-11-29 17:08:03,13017662822
tientran79,"Hàng hư hỏng nặng.
Nhận hàng thì mình nhấn nút “Đã nhận hàng”, nhân viên shoppee bắt bẻ mình là bấm nút nhận hàng là không được phản hồi sự cố máy lỗi trong khi mình bấm nút “đã nhận hàng” thì không hề có một pop up nào lưu ý cho mình rằng bấm đã nhận hàng là không được phản hồi về hàng hoá",1,2021-11-15 17:30:22,13017662822
mr.thanhseven,"Sản phẩm giao giống với mô tả, shopee đóng gói kỹ, giao hàng trong 4 ngày kể từ ngày đặt hàng thành công, săn sales nên có giá tốt so với bình thường. Sản phẩm đúng hàng chính hãng, đã check seri. Iphone 13 có 2 mặt cải tiến chính so với iphone 12 là có màn hình 120hz và thời lượng pin lên đến 4400.",5,2021-11-21 23:52:59,13017662822
namu.193,Mời các bạn qua fb mình mua đồng hồ chính hãng các thương hiệu nổi tiếng authentic nhé. Xin cảm ơn mọi người ✈️✈️✈️,5,2021-11-16 23:32:16,13017662822
t*****2,Hàng chinh hãng nguyên seal apple vs tem niêm phong fpt. Quá xịn kakakakka,5,2021-11-25 01:18:24,13017662822
namu.193,Mời các bạn qua fb mình mua đồng hồ chính hãng các thương hiệu nổi tiếng authentic nhé. Xin cảm ơn mọi người ✈️✈️✈️,5,2021-11-16 23:33:51,13017662822
suminxx99999920,"Vừa tay Nam tay nữ cầm to hết mặt :)) , mượt , đẹp ,ngon
Nhân viên shop tư vấn nhiệt tình
( Hình Ảnh Mang Tính Chất Nhận XU cà na )",5,2021-11-20 19:41:21,13017662822
g*****n,"Hàng nguyên seal chưa active, đóng gói sản phẩm rất chắc chắn 👍",5,2021-11-18 20:07:53,13017662822
chinhtran795,Chuẩn hàng vn tem fpt đầy đủ. Giao hàng đúng hẹn. Giá tốt. Shop uy tín. Sẽ ủng hộ thêm.,5,2021-11-17 17:12:59,13017662822
pigshop1505,"Hàng chính hãng, J&T giao hàng nhanh, nhiệt tình 😍😍😍❤️❤️❤️❤️",5,2021-11-16 22:04:55,13017662822
anhle3493,Hàng chính hãng. Giao hàng hỗ trợ nhiệt tình lắm. Cảm ơn shop!!!,5,2021-11-17 08:23:35,13017662822
nguyenluongphuong1986,"Chuẩn ko cần chỉnh.
Mua sale của shop rẻ dc 3 4trieu.
3 hôm nhận được hàng mặc dù ở HN.
Tks shop nhiều.",5,2021-11-15 22:17:54,13017662822
ltvrh87nvg,"Giao hàng khá nhah , bọc rất cẩn thận , mình rất ưng í , cảm ơn shop nhiều , shop hỗ trợ khách hàng nhiệt tình",5,2021-11-14 13:35:48,13017662822
m*****m,"Năm nay săn sale may mắn giảm được 4tr,ai thanh toán tín dụng được giảm thêm 2tr. Ban đầu tính mua màu xanh bản 128gb nhưng hết rồi nên quất luôn con trắng 256gb đẹp lung linh ngoài mong đợi. Đặt 0h sáng 22 đến 23/10 giao, săn sale không cần săn voucher trước như mấy sàn TM khác.Shopee quá xuất sắc!",5,2021-10-27 00:50:39,13017662822
n*****b,Shop giao hàng chán. Đúng 1 tuần mới có hàng. Mà đơn do chính tay shopee xử lý vậy quá kém. Phải cãi nhau qua lại chán chê với cskh shopee mới ship.,1,2021-11-04 00:24:27,13017662822
h*****9,"Đóng gói cẩn thận , máy về tay kịp thời , rất ưng sản phẩm của shop , sẽ ủng hộ shop lâu dài",5,2021-11-14 13:45:00,13017662822
teezone.shopcl,Săn được deal hời nên chỉ có 32 triệu. Giá quá ok so với hàng chính hãng,5,2021-10-28 15:50:18,13017662822
hanghieuxuatkhaustore,"11 mua 14 nhận đx hàng . rất nhanh nhưng vì sao sp của mình k có niêm phong của FPT nhỉ. 
đợi hoá đơn điện tử, mong là shop sớm gửi mình, 
mình mua giá 33,8tr tuy k áp đc mã nhưng so với ở ngoài vẫn rẻ hơn",5,2021-11-23 02:08:39,13017662822
tqlan,"yêu cầu xuất hoá đơn hơn 7 ngày chưa nhận được. Liên lạc không thèm trả lời. Liên lạc shopee mall nhận đc trả lời ""tự liên lạc với apple Flagship store, shopee không hỗ trơ."" Muốn bảo hành SP phải có hoá đơn theo quy định của apple.",1,2021-11-02 17:27:52,13017662822
dieuthiena_cm,"Hàng giao nhanh, máy siêu siêu đẹp luôn các bác ơi.
Thanh toán bằng thẻ HSBC nên được giảm thêm, giá rất tốt",5,2021-11-18 22:55:08,13017662822
nghi1198,Đóng gói kĩ,5,2021-11-15 18:46:32,13017662822
vuta12997,,5,2021-11-15 10:07:51,13017662822
haiha.1989,Đã nhận được hàng của shop. Hàng giao cũng nhanh nưac. Tks shop nhiều,5,2021-11-02 15:34:14,13017662822
namu.193,Mời các bạn qua fb mình mua đồng hồ chính hãng các thương hiệu nổi tiếng authentic nhé. Xin cảm ơn mọi người ✈️✈️✈️,5,2021-11-16 23:33:04,13017662822
6hinh,Hàng chính hãng tem mác đầy đủ. Tiếc k có tai nge và củ sạc,5,2021-12-25 21:16:38,13017662822
focus75,"Máy còn nguyên seal, đã active và hài lòng với sản phẩm. Tuy nhiên, dịch vụ vận chuyển hơi chậm. cần cải thiện",5,2021-12-20 08:46:18,13017662822
khanh1303,"San pham chinh chu, gia ca ok. Giao hang nhanh hon du kien. ￼",5,2021-12-26 22:56:54,13017662822
ngocthiennguyen1982,,5,2021-12-19 11:57:18,13017662822
luccifer31,Chất lượng sản phẩm tuyệt vời! Đóng gói cẩn thận! Vận chuyển hàng nhanh! Sẽ ủng hộ shop lâu dài.😎,5,2021-11-25 17:56:03,13017662822
phuocloclvf,"Hàng đúng chính hãng vn giao hàng khá nhanh và được giảm.giá nhiều qua thẻ Standard , lần đầu tiên mua món hàng lớn trên shoppee",5,2021-11-01 11:12:48,13017662822
vietkhanh2008,"Sản phẩm của shop chuẩn, chính hãng, có xuất hoá đơn vat đầy đủ. Đánh giá shop 5 sao.",5,2021-10-30 10:56:29,13017662822
thunguyen555,"Mình nhận được hàng ngày 27/10. Ko nhanh cũng ko quá lâu.
Đóng gói cẩn thận.",5,2021-10-28 14:33:09,13017662822
1vodycnymq,Giao hàng lâu. Mua ngày 22 mà 30 mới nhận đc ở sài gòn. Chưa thấy hóa đơn vat,3,2021-10-31 18:40:54,13017662822
vince.tran129,"Giá tốt, chọn được màu muốn mua (cực kỳ nhanh mới được). Rất hài lòng.",5,2021-10-23 12:47:43,13017662822
l*****s,"Máy đẹp, giao nhanh, VN/A nguyên seal nhé các bác 😗",5,2021-10-23 20:28:28,13017662822
s*****p,"Đúng ra chỉ có 1 sao vì đặt hàng xong không có hàng ship, hứa hẹn kéo dài như Pre Order. Tuy nhiên sau khi complain với CSKH của Shopee thì đã cải thiện giao 3-4 ngày. Sản phẩm tốt, chính hãng, gói bọc kỹ.",4,2021-11-01 08:29:51,13017662822
t*****i,Mua 31tr bán 41tr thơm quá,5,2021-10-23 10:45:47,13017662822
hong_rose_nguyen,,5,2022-01-07 15:30:39,13017662822
seatech9393,,5,2022-01-06 08:07:20,13017662822
n*****6,,5,2021-12-22 14:15:23,13017662822
iheaven115,,5,2021-12-26 11:04:17,13017662822
tieuson98,,5,2021-12-18 10:52:42,13017662822
seanlu0711,,5,2021-12-18 15:24:01,13017662822
ahih1d0ngoc1235,,5,2021-12-18 11:48:32,13017662822
nghi1198,,5,2021-12-15 19:59:39,13017662822
buiquyen1202,,5,2021-12-16 11:22:58,13017662822
seanlu0711,,5,2021-12-06 09:35:40,13017662822
trang51086,Sp ok,5,2021-12-01 23:31:04,13017662822
ngocthang.phan,,5,2021-12-03 13:45:06,13017662822
trinhchinh18101994,,5,2021-11-29 13:49:58,13017662822
chthanh2706,,5,2021-11-24 09:16:38,13017662822
pisentienphat,Conment để người ta biết mình có tiền mua iphone 📱,1,2021-11-23 20:46:30,13017662822
5f5gzfedou,,5,2021-11-26 22:26:58,13017662822
cam_tu_cop,,5,2021-11-23 21:59:31,13017662822
doanduy1985,,5,2021-11-20 19:36:46,13017662822
v*****7,,5,2021-11-21 22:27:23,13017662822
buituoi20031997,,5,2021-11-26 16:07:12,13017662822
huongtruong58,,5,2021-11-25 22:10:07,13017662822
december.shop,,5,2021-11-17 14:30:23,13017662822
itprodhsp,,5,2021-11-18 00:13:09,13017662822
nhuoctrung,Hàng chính hãng FPT,5,2021-11-23 21:46:04,13017662822
tapdoanbcs,,5,2021-11-26 09:45:52,13017662822
thutrananh,,5,2021-11-16 12:16:29,13017662822
divily,,5,2021-11-16 20:22:31,13017662822
daudo1707,,5,2021-11-16 22:24:45,13017662822
linhgiang19,,5,2021-11-16 09:28:09,13017662822
linhgiang19,,5,2021-11-16 09:27:31,13017662822
n*****0,"Hàng chuẩn, nguyên seal",5,2021-11-17 08:44:01,13017662822
nhien2010,Hoàn hảo ***,5,2021-11-16 23:58:21,13017662822
manhtoanbg11,,5,2021-11-19 21:42:06,13017662822
voltapaccazan,,5,2021-11-16 16:41:23,13017662822
minhhuy30082002,,5,2021-11-16 11:44:48,13017662822
supportbiker,,5,2021-11-17 11:50:03,13017662822
plhduong,"À giao đúng rồi, cám ơn shop",5,2021-11-13 16:20:31,13017662822
soncd6,,5,2021-11-14 14:32:45,13017662822
kidaotac,,5,2021-11-15 01:13:18,13017662822
mrzin9119,,5,2021-11-15 16:39:35,13017662822
pin286,,5,2021-11-17 23:30:21,13017662822
yuumieeu,,5,2021-11-14 19:53:09,13017662822
vukimngan0910,,5,2021-11-14 17:31:40,13017662822
minhhoa.hp94,,5,2021-11-15 20:52:20,13017662822
tongngoctrang,,5,2021-11-14 13:30:03,13017662822
nguyenhong0803,,5,2021-11-16 16:07:57,13017662822
quankit98,,5,2021-11-14 12:52:22,13017662822
8ky9rips4k,,5,2021-11-16 12:38:09,13017662822
r05x541i3s,,5,2021-11-16 10:50:26,13017662822
quynhthule982,,5,2021-11-14 19:50:13,13017662822
thinhnguyen19xx,"Thời gian giao hàng dự kiến cho sản phẩm này là từ 7-9 ngày
 
 Miêu tả sản phẩm: 
  Sản phẩm hoàn toàn mới 100% và chất lượng cao. 
  
 1. Miếng dán bọc webcam rất nhỏ cho bạn sử dụng trên máy tính xách tay và các thiết bị di động, v.v.
  2. Bảo vệ quyền riêng tư của bạn khỏi gián điệp webcam (lừa đ",5,2021-11-08 00:08:18,13017662822
hienblackberry,,5,2021-11-06 23:18:21,13017662822
vuta12997,,5,2021-11-20 01:16:11,13017662822
daovu00,,5,2021-11-16 23:41:01,13017662822
j*****m,,5,2021-11-16 16:38:48,13017662822
habon.vn,,5,2021-11-15 09:54:08,13017662822
ngoc_giau,Xịn xò lắm luôn. 👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼,5,2021-11-18 09:38:39,13017662822
long557,,5,2021-11-14 13:00:26,13017662822
duydinh220899,10 điểm,5,2021-11-14 12:44:24,13017662822
longngo7777,,5,2021-11-14 19:23:18,13017662822
mucatona,,5,2021-11-17 14:31:45,13017662822
huyenhuyen_2111,,5,2021-11-17 15:26:59,13017662822
anhnv1805,,5,2021-11-14 14:50:10,13017662822
quankit98,,5,2021-11-14 12:52:41,13017662822
hkpbtk,,5,2021-11-14 09:15:36,13017662822
tipawxuvzs,,5,2021-11-14 14:01:55,13017662822
d*****3,,5,2021-11-14 12:43:13,13017662822
pkzinstore,Ok,5,2021-11-11 16:03:30,13017662822
vn9148_26531,,5,2021-10-31 21:25:11,13017662822
lynkstyle1,,5,2021-11-01 17:47:58,13017662822
vangphung112,,5,2021-11-08 02:38:12,13017662822
laithidung85,,5,2021-11-02 16:24:25,13017662822
dotiendat2994,Vbvcbhghhghhghjhggjhfjjgffhjhgfdfgjjgffhuhfdfghhgff,5,2021-11-14 16:51:27,13017662822
lyn.oc,,5,2021-10-29 07:31:03,13017662822
luong_huu_duc_86,,5,2021-10-28 10:28:56,13017662822
hieuminvn,Oki 👌,5,2021-11-01 10:58:05,13017662822
d*****7,,5,2021-10-27 21:19:32,13017662822
b*****r,,5,2021-10-23 12:16:52,13017662822
vukimngan0910,,5,2021-10-25 11:57:25,13017662822
tunglam12194,,5,2021-11-02 08:10:48,13017662822
bongbang111222,,5,2021-10-27 10:10:03,13017662822
trong10296,,5,2021-10-31 23:41:23,13017662822
phan_huynh_bao,,5,2021-10-23 17:56:58,13017662822
soncd6,,5,2021-10-27 01:07:47,13017662822
gao_ngon88,,5,2021-10-27 21:34:29,13017662822
lekry08,,5,2021-10-26 13:47:07,13017662822
huynhthienlam19022,,5,2021-10-26 21:35:41,13017662822
testmyluck,Giao hơi chậm..hàng ổn,5,2021-10-30 23:30:04,13017662822
hhlinhh29,,5,2021-10-23 18:20:46,13017662822
trantuanlan9999,,5,2021-11-02 15:00:17,13017662822
nguyenmaiphuong3112,Fyyyvvuubui ctut7xrxixtcyccycyc5d5d cyv6vyyfyctcycd6dd,5,2021-10-26 11:31:49,13017662822
a*****t,,5,2021-10-25 21:01:23,13017662822
yenphung92st,,5,2021-10-25 12:51:18,13017662822
huyenoc.99,,5,2021-10-25 18:51:46,13017662822
jtl6hinz70,,5,2021-10-24 12:35:17,13017662822
